slp:resource_uri;cam:dataFalecimento;cam:dataNascimento;cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;sen:CodigoParlamentar;sen:NomeCompletoParlamentar;sen:NomeParlamentar
d2fbf58a-385d-498f-a17a-698a9b9afaed;;1962-05-31;177282.0;LUIZ GONZAGA RIBEIRO;SUBTENENTE GONZAGA;;;
79d1dc88-b446-48fa-bb5b-3368e237d25f;;1976-03-03;92776.0;STEFANO AGUIAR DOS SANTOS;STEFANO AGUIAR;;;
a5254823-ec75-4d71-8c76-0cadd69fa2ca;;1972-06-02;178862.0;ERONILDES VASCONCELOS CARVALHO;TIA ERON;;;
bda06859-ee9d-4566-862d-4edf308703f6;;1967-04-06;178911.0;SIMONE MARIA MORGADO FERREIRA;SIMONE MORGADO;;;
d87242cb-8084-42aa-88a0-0b600c41bc3c;;1935-12-08;73424.0;SIMÃO SESSIM;SIMÃO SESSIM;;;
c7b0f208-8316-4721-9b21-7ed1dd4d6cfe;;1946-06-01;73560.0;SILVIO FRANÇA TORRES;SILVIO TORRES;;;
b6c1f0a1-73db-4745-8204-9ff652978ddb;;1956-12-23;4930.0;SÍLVIO SERAFIM COSTA;SILVIO COSTA;;;
aef3c6ae-a8d9-4ab3-857b-6cee44563d5f;;1958-12-04;178946.0;SORAYA ALENCAR DOS SANTOS;SORAYA SANTOS;;;
de5d5e17-aacc-4e3c-a192-b3b005a7000c;;1962-12-15;74356.0;SILAS CÂMARA;SILAS CÂMARA;;;
d41172e1-44e1-410b-ad9b-a39059c5f5d2;;1974-07-22;160617.0;THIAGO MELLO PEIXOTO DA SILVEIRA;THIAGO PEIXOTO;;;
3386052b-c620-4cef-a856-75e245ddae67;;1958-01-24;160613.0;SEBASTIÃO SIBÁ MACHADO OLIVEIRA;SIBÁ MACHADO;;;
8fd74653-fefb-43d2-b8f1-62244738a39e;;1984-04-11;178961.0;SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA;SHÉRIDAN;;;
a5648343-1a60-4282-8d6c-e579b121c77a;;1975-01-16;178947.0;SOSTENES SILVA CAVALCANTE;SÓSTENES CAVALCANTE;;;
b00dfba4-7a85-4913-982a-93934b985012;;1957-05-08;178874.0;ANTONIO SERGIO ALVES VIDIGAL;SERGIO VIDIGAL;;;
bcc8070d-6853-426f-8748-ec700fb17547;;1971-01-30;187008.0;SILAS FREIRE PEREIRA E SILVA;SILAS FREIRE;;;
e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff;;1956-05-18;160612.0;SERGIO ZVEITER;SERGIO ZVEITER;;;
9abc93c7-9a14-46c9-8091-815021bf42f7;;1958-04-27;141542.0;SÉRGIO IVAN MORAES;SÉRGIO MORAES;;;
4c176457-eff6-4694-9906-f3efbbd70dd8;;1952-03-14;167614.0;SEVERINO DE SOUZA SILVA;SEVERINO NINHO;;;
236eae5f-707b-4670-95d2-0feaf4299092;;1971-03-13;178933.0;SERGIO DE SOUZA;SERGIO SOUZA;;;
e8c892f2-f2da-4c4d-a897-d7be5051aa02;;1940-06-23;178991.0;SERGIO BAVINI;SÉRGIO REIS;;;
afc0c78d-ac50-4630-993d-57c01c5c9b59;;1957-06-14;74210.0;JOSÉ SARNEY FILHO;SARNEY FILHO;;;
2693b112-3f84-48af-90ca-28cb87c4630c;;1972-11-25;160621.0;SANDRO ALEX CRUZ DE OLIVEIRA;SANDRO ALEX;;;
a4c28b5a-8387-4e77-8dee-a40e3655883b;;1959-04-28;74372.0;JOÃO SANDES JÚNIOR;SANDES JÚNIOR;;;
3063fa14-ef85-4d4f-adea-e3405adb0353;;1956-02-06;74371.0;RUBENS OTONI GOMIDE;RUBENS OTONI;;;
019bceef-198c-4523-9df7-27c6f799e2f3;;1948-05-23;73466.0;RUBENS BUENO;RUBENS BUENO;;;
242d389b-0cdc-4cad-a82c-38894ad7f4ed;;1952-11-23;178935.0;VALDIR LUIZ ROSSONI;ROSSONI;;;
98c0948c-3ceb-43ef-aae1-e85ace650492;;1952-03-26;74762.0;JOSÉ SARAIVA FELIPE;SARAIVA FELIPE;;;
72830c60-2671-4d34-bf7f-ef5a2343fbd1;;1961-06-08;73808.0;SÉRGIO LUÍS LACERDA BRITO;SÉRGIO BRITO;;;
c71c538b-7d36-49a5-993f-87ba8ab7f21b;;1968-08-31;178921.0;SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR;SEBASTIÃO OLIVEIRA;;;
67e2137b-bf63-461f-ba62-6006695f2895;;1973-04-22;146949.0;ROSEANE CAVALCANTE DE FREITAS ESTRELA;ROSINHA DA ADEFAL;;;
153b2ef8-0434-42e9-a034-e4e43fc6f81a;;1966-12-11;191684.0;ROSANGELA APARECIDA DA SILVA BARROS;ROSÂNGELA CURADO;;;
6f66ea40-59e1-4189-80fc-23d173cf7ed8;;1966-12-27;178945.0;ROSANGELA DE SOUZA GOMES;ROSANGELA GOMES;;;
860c9149-e090-4e92-bb09-ad0d8764fcbc;;1984-03-16;178887.0;RUBENS PEREIRA E SILVA JUNIOR;RUBENS PEREIRA JÚNIOR;;;
fcb6b195-b559-4e4d-a675-cacd00bd1c93;;1963-02-08;178870.0;RÔNEY TANIOS NEMER;RÔNEY NEMER;;;
7c1995e4-4dec-48be-b1c8-0f224542ba7b;;1949-04-25;178845.0;RONALDO AUGUSTO LESSA SANTOS;RONALDO LESSA;;;
4632265f-abf0-4fbc-a2ab-a895ae2bc3c4;;1978-09-17;198963.0;ROGÉRIO SILVA SANTOS;ROGÉRIO SILVA;;;
51a293ac-3ee1-4a95-ba1f-894abe55adbb;;1965-03-19;141536.0;RÔMULO JOSÉ DE GOUVEIA;RÔMULO GOUVEIA;;;
af5dd8dd-af83-48f1-8682-d457bfcfd0ca;;1978-01-21;122466.0;RONALDO MANCHADO MARTINS;RONALDO MARTINS;;;
64fb2464-058e-43fa-a58c-627aedaa215b;;1953-01-27;160651.0;ROGÉRIO MENDONÇA;ROGÉRIO PENINHA MENDONÇA;;;
17a55e16-a13f-47a4-b814-89db6d14a581;;1963-11-26;141535.0;ROGÉRIO SIMONETTI MARINHO;ROGÉRIO MARINHO;;;
a22583b5-4db8-4e61-8834-4581e1a330ff;;1976-11-03;178897.0;RODRIGO OTAVIO SOARES PACHECO;RODRIGO PACHECO;;;
6086bdda-a8c1-4d80-befa-4b135464a802;;1982-08-02;178926.0;RODRIGO RODRIGUES DE SOUZA MARTINS;RODRIGO MARTINS;;;
af506f1a-ac54-40ec-9ef7-37dbc4901ba8;;1970-06-12;74693.0;RODRIGO FELINTO IBARRA EPITÁCIO MAIA;RODRIGO MAIA;;;
e2ba1aec-4455-4272-a56b-6da3a459feca;;1966-04-25;163321.0;RONALDO NOGUEIRA DE OLIVEIRA;RONALDO NOGUEIRA;;;
551df645-567d-4994-b633-864cc65b2697;;1971-07-15;141531.0;RODRIGO BATISTA DE CASTRO;RODRIGO DE CASTRO;;;
0fc881ad-f4a0-43b9-bc53-8587cdbce70e;;1959-04-04;160637.0;RONALDO FONSECA DE SOUZA;RONALDO FONSECA;;;
2fdff796-f474-47d6-93af-97f28bc47c3b;;1974-05-10;88950.0;RODRIGO GARCIA;RODRIGO GARCIA;;;
b0674792-ac53-41f8-b46b-c7a7161a9e89;;1966-11-13;141532.0;RODRIGO SANTOS DA ROCHA LOURES;ROCHA LOURES;;;
d51bb37b-6e70-4037-89d5-df6c8e743a41;;1965-03-16;91208.0;ROBINSON SANTOS ALMEIDA;ROBINSON ALMEIDA;;;
58afa4e2-058d-4bc6-ba9d-d22c09e88513;;1966-06-22;178995.0;ANTONIO ROBERTO RODRIGUES GÓES DA SILVA;ROBERTO GÓES;;;
fddf7a57-ea5b-4205-9b18-130db1530bfa;;1968-10-23;178840.0;WHERLES FERNANDES DA ROCHA;ROCHA;;;
9f01ecc6-c701-42f0-af53-77a81ee1cc2d;;1942-04-20;73805.0;ROBERTO JOÃO PEREIRA FREIRE;ROBERTO FREIRE;;;
d97354c8-b508-4cab-9c5d-aa0bdec85744;;1968-08-30;160426.0;ROGÉRIO SCHUMANN ROSSO;ROGÉRIO ROSSO;;;
4cf36356-ca28-46f7-bf70-1c64b1e15874;;1944-05-24;73674.0;ROBERTO EGÍDIO BALESTRA;ROBERTO BALESTRA;;;
f6e926ee-70a6-40c1-b42b-1d97e4b4c391;;1965-10-18;178920.0;RICARDO TEOBALDO CAVALCANTI;RICARDO TEOBALDO;;;
28032254-47ed-47c8-a8e3-f6fd94d0e909;;1968-08-01;160655.0;RICARDO IZAR JUNIOR;RICARDO IZAR;;;
4f718242-2146-4945-9965-55e67fa893a4;;1966-04-18;160653.0;ROBERTO ALVES DE LUCENA;ROBERTO DE LUCENA;;;
cc43f088-caee-48e9-8d58-8e933bb1b93d;;1959-11-15;73788.0;RICARDO JOSÉ MAGALHÃES BARROS;RICARDO BARROS;;;
0e4c946b-bd04-4af2-88aa-9b68cef43afa;;1951-04-03;141529.0;ROBERTO PEREIRA DE BRITTO;ROBERTO BRITTO;;;
2eca34af-77e8-4987-a3d9-ea316fc99373;;1952-04-17;141472.0;JOSÉ RICARDO ALVARENGA TRIPOLI;RICARDO TRIPOLI;;;
2c151bec-dbb9-43eb-af0d-c77bf53cca9e;;1960-05-27;152610.0;BENEDITO ROBERTO ALVES FERREIRA;ROBERTO ALVES;;;
1d7fb67f-e08e-433c-a02a-ad8ddfca8c18;;1972-09-04;178925.0;REJANE RIBEIRO SOUSA DIAS;REJANE DIAS;;;
184ae212-7bac-42a4-a475-0287bb819721;;1980-04-11;160654.0;RENZO DO AMARAL BRAZ;RENZO BRAZ;;;
a689115b-e230-41af-9201-7886dfd2b7ad;;1939-08-13;73786.0;REINHOLD STEPHANES;REINHOLD STEPHANES;;;
205a5ebd-3cdc-4ec3-92da-154425665f63;;1966-08-07;178960.0;REMIDIO MONAI MONTESSI;REMÍDIO MONAI;;;
44944507-d6f1-4154-818e-7d089f4cb3aa;;1960-10-01;141527.0;RENATO DELMAR MOLLING;RENATO MOLLING;;;
0a763ce3-a14e-4b5e-9205-34635b9dedab;;1982-04-15;178989.0;RENATA HELLMEISTER DE ABREU;RENATA ABREU;;;
872fb2e3-33db-470a-b3ba-c8ed360b0f0a;;1973-04-02;74161.0;REGINALDO LÁZARO DE OLIVEIRA LOPES;REGINALDO LOPES;;;
13a5b77c-2c3d-4044-9c80-1f91350f847a;;1952-04-03;74048.0;RAUL BELENS JUNGMANN PINTO;RAUL JUNGMANN;;;
a2b88193-0107-4795-9a8f-0fb80c42d4e0;;1972-11-20;195581.0;RICARDO ANTONIO BUAINAIN DIAS;RICARDO BENTINHO;;;
383d2e0d-4709-4938-9f02-f5152ef0559c;;1951-03-30;74216.0;RAIMUNDO GOMES DE MATOS;RAIMUNDO GOMES DE MATOS;;;
e1ef7927-e90a-4df0-80ed-c7edde99b3f2;;1986-08-15;178951.0;RAFAEL HUETE DA MOTTA;RAFAEL MOTTA;;;
026c0d58-0886-4496-bf43-bc77662aae50;;1964-10-01;160639.0;MARIA AUXILIADORA SEABRA REZENDE;PROFESSORA DORINHA SEABRA REZENDE;;;
6acae476-1cd6-4991-a56a-b000cdf0ac8a;;1963-07-24;178998.0;TANIA RAQUEL DE QUEIROZ MUNIZ;RAQUEL MUNIZ;;;
3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76;;1963-03-19;170673.0;SERGIO PAULO DE OLIVEIRA;PROFESSOR SÉRGIO DE OLIVEIRA;;;
10678721-e6be-449f-a8ec-78eafee31515;;1945-12-27;80920.0;JOSÉ LUIZ DE FRANÇA PENNA;PENNA;;;
ec02291d-aa1c-497a-b718-773bdbdd6ad1;;1975-05-13;195997.0;POLLYANA FATIMA GAMA SANTOS;POLLYANA GAMA;;;
ee0b2058-6957-444b-b07d-17c329320692;;1985-05-01;178844.0;PEDRO TORRES BRANDÃO VILELA;PEDRO VILELA;;;
149d5d03-3d3f-42c2-8c4c-7262f55f57d3;;1973-06-21;160641.0;MARCIVANIA DO SOCORRO DA ROCHA FLEXA;PROFESSORA MARCIVANIA;;;
0613f7ca-8cdf-4dec-8824-821f085c4001;;1952-10-12;200153.0;GEDEAO TIMOTEO AMORIM;PROF. GEDEÃO AMORIM;;;
7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;;1961-04-30;148134.0;VICTORIO GALLI FILHO;PROFESSOR VICTÓRIO GALLI;;;
bfb77168-d97e-4973-8ef6-4f36e52c564e;;1958-10-29;141445.0;GILBERTO JOSÉ SPIER VARGAS;PEPE VARGAS;;;
26c05b28-d38e-49d5-b8db-e85a8202fe12;;1988-08-15;178912.0;PEDRO OLIVEIRA CUNHA LIMA;PEDRO CUNHA LIMA;;;
a21f02f6-d95f-472d-a313-32a6e5de82ce;;1963-03-10;160604.0;PEDRO FRANCISCO UCZAI;PEDRO UCZAI;;;
ff9114bd-2753-4a2c-ab7e-c68ca05b13a8;;1972-06-29;122158.0;PEDRO PAULO CARVALHO TEIXEIRA;PEDRO PAULO;;;
bf613c9f-c727-48cc-a654-e73c4b211243;;1949-03-02;74449.0;PEDRO FERNANDES RIBEIRO;PEDRO FERNANDES;;;
ea611754-0164-46d8-94a3-9cfd07bae4b1;;1956-02-24;141518.0;PAULO PEREIRA DA SILVA;PAULO PEREIRA DA SILVA;;;
923a63e8-0a08-4f32-8a54-5b7cb6c083ea;;1965-03-19;74400.0;PAULO ROBERTO SEVERO PIMENTA;PAULO PIMENTA;;;
d99451ad-aed9-4e5b-9cab-56bee07df1ef;;1968-02-08;141517.0;PAULO HENRIQUE ELLERY LUSTOSA DA COSTA;PAULO HENRIQUE LUSTOSA;;;
c690b41a-09fa-4042-af79-5f1b05bfe4d2;;1952-11-28;74574.0;PAULO SÉRGIO PARANHOS DE MAGALHÃES;PAULO MAGALHÃES;;;
a5b2fe5f-95c5-4022-9e28-36604560bfde;;1958-08-28;74812.0;PEDRO PINHEIRO CHAVES;PEDRO CHAVES;;;
a7f95e4e-c79a-4b9b-a01f-b2afc8ecd7e2;;1956-04-30;160517.0;PAULO ROBERTO FOLETTO;PAULO FOLETTO;;;
365753a5-fcae-4c4e-a8da-d8e62334e9a1;;1963-01-14;178860.0;PAULO VELLOSO DANTAS AZI;PAULO AZI;;;
a7f7ff16-0696-41ec-80d4-29a1a78d0035;;1981-04-20;193726.0;PAULO EDUARDO LIMA MARTINS;PAULO MARTINS;;;
eb22cf8c-fc73-4bbe-926d-86422257237f;;1955-02-14;160558.0;PAULO ROBERTO FREIRE DA COSTA;PAULO FREIRE;;;
fb8c572a-1daf-41e0-b4c9-4312103f50e5;;1956-03-23;74017.0;PAULO FERNANDO FEIJO TORRES;PAULO FEIJÓ;;;
27b69206-6e13-4da5-8930-2de2eeefb498;;1963-06-21;141516.0;PAULO ABI-ACKEL;PAULO ABI-ACKEL;;;
c34c4e66-a33a-4952-af54-f0808649d76f;;1954-09-24;74095.0;PAUDERNEY TOMAZ AVELINO;PAUDERNEY AVELINO;;;
be8c0ddb-81c5-40de-a181-8b154c9fa5f7;;1952-01-26;74160.0;PATRUS ANANIAS DE SOUSA;PATRUS ANANIAS;;;
bf8be4ee-95b0-48aa-80bd-22b3a837c0b3;;1957-09-15;171617.0;PAULO FERNANDO DOS SANTOS;PAULÃO;;;
aeed4aee-120e-4354-8cd0-9ea9ce42048d;;1937-03-23;74319.0;JOSÉ FRANCISCO PAES LANDIM;PAES LANDIM;;;
afe48029-1b47-49e8-86e6-8156c60756a1;;1962-09-12;160642.0;FRANCISCO EURICO DA SILVA;PASTOR EURICO;;;
6d6dc9a0-50f0-4c67-84ce-5f41140e2905;;1967-08-31;193982.0;LUCIANO FRED BRAGA PENHA;PASTOR LUCIANO BRAGA;;;
c1ca0bde-3968-4258-a755-97c48435d497;;1954-10-03;74399.0;ONYX DORNELLES LORENZONI;ONYX LORENZONI;;;
9858d495-f037-466e-ac5d-70286a6a6e03;;1961-05-06;141488.0;LUIZ PAULO TEIXEIRA FERREIRA;PAULO TEIXEIRA;;;
e90bbb90-d994-4cdb-9ff2-88a207256d40;;1967-02-28;160556.0;JOÃO CARLOS SIQUEIRA;PADRE JOÃO;;;
d04ed77f-75db-48a7-a13b-53a09a0273f6;;1971-05-27;178987.0;ORLANDO SILVA DE JESUS JUNIOR;ORLANDO SILVA;;;
6d2250a2-1470-4e98-aac1-00c0e57214ae;;1961-08-11;178868.0;LUIZ ODORICO MONTEIRO DE ANDRADE;ODORICO MONTEIRO;;;
5af75f2b-17ff-440e-8d23-c96429ee526c;;1969-03-20;180545.0;OSMAR STUART BERTOLDI;OSMAR BERTOLDI;;;
9745b26f-e273-416f-9cb8-b32099237f3c;;1976-06-18;74159.0;ODAIR JOSÉ DA CUNHA;ODAIR CUNHA;;;
47b7b328-af0e-4400-affe-f346881f7277;;1948-05-23;73463.0;OSMAR JOSÉ SERRAGLIO;OSMAR SERRAGLIO;;;
72442655-736d-4c7d-90d7-ddb9169be20d;;1946-05-26;74752.0;ODELMO LEÃO CARNEIRO SOBRINHO;ODELMO LEÃO;;;
6ce50919-8966-4c7e-b8e4-83e8aa17e20a;;1988-01-07;194260.0;NIVALDO FERREIRA DE ALBUQUERQUE NETO;NIVALDO ALBUQUERQUE;;;
197c61ca-d910-419e-af2a-26bd7d62a70c;;1960-02-09;74359.0;NILTON BALBINO;NILTON CAPIXABA;;;
6d9bfd70-bab0-45db-9f29-9e3f55ca9330;;1969-02-25;166401.0;NILSON APARECIDO LEITÃO;NILSON LEITÃO;;;
b3d82f7b-46cf-4487-8eef-72a77470ccb6;;1963-07-31;178986.0;NILTO IGNACIO TATTO;NILTO TATTO;;;
69255beb-35bf-40ee-85e8-f94e3648dd10;;1948-09-17;160566.0;NELSON PADOVANI;NELSON PADOVANI;;;
180b660a-b855-48f5-bda7-8cc27cd4f91f;;1960-12-27;74571.0;NELSON VICENTE PORTELA PELLEGRINO;NELSON PELLEGRINO;;;
3992799b-7af3-43b1-8674-1a798e403050;;1942-07-23;73781.0;NELSON MEURER;NELSON MEURER;;;
2b450075-246c-4239-bab2-df9c3fe1464a;;1971-11-30;160567.0;NELSON MARCHEZAN JÚNIOR;NELSON MARCHEZAN JUNIOR;;;
eb33af1b-564d-4500-a8c8-73d105c74ce9;;1941-10-29;73553.0;NELSON MARQUEZELLI;NELSON MARQUEZELLI;;;
77e652de-4d5d-4492-a8a5-e15704d181ba;;1952-03-25;74352.0;NILSON PINTO DE OLIVEIRA;NILSON PINTO;;;
5a679cce-e155-4e7d-9a83-955620282b3d;;1957-08-29;193069.0;NELSON NAHIM MATHEUS DE OLIVEIRA;NELSON NAHIM ;;;
58cf242b-5bd4-432c-a56f-4ec504b413f6;;1978-06-06;178997.0;MOSES HAENDEL MELO RODRIGUES;MOSES RODRIGUES;;;
477df208-a414-4dcb-b9c5-776599acabe8;;1958-07-04;178859.0;MOEMA ISABEL PASSOS GRAMACHO;MOEMA GRAMACHO;;;
4f948087-649c-45a5-8e4b-705147911ad1;;1956-06-10;74457.0;MORONI BING TORGAN;MORONI TORGAN;;;
b44e71a9-3fb9-4c6d-8b94-8792011cd2f7;;1945-05-27;74862.0;MIRO TEIXEIRA;MIRO TEIXEIRA;;;
879aa805-d44f-401f-941c-c4fefaf4c146;;1959-09-07;66179.0;NORMA AYUB ALVES;NORMA AYUB;;;
d6b42944-185d-46df-b139-0cbb735b88ef;;1963-08-11;195278.0;MOISES DINIZ LIMA;MOISÉS DINIZ;;;
4588c83e-6ff1-4bdc-8587-94b53e5ae6c5;;1957-10-15;178984.0;MIGUEL MOUBADDA HADDAD;MIGUEL HADDAD;;;
80e2b188-61d2-440b-b85b-128ceb14edd4;;1968-06-24;178827.0;MAX FREITAS MAURO FILHO;MAX FILHO;;;
e780fe47-28c0-46a2-9fba-829596d984c1;;1978-06-11;141509.0;MIGUEL CORRÊA DA SILVA JÚNIOR;MIGUEL CORRÊA;;;
711cac88-49b1-4710-ad1a-f1369ae03907;;1959-11-27;178895.0;MISAEL ARTUR FERREIRA VARELLA;MISAEL VARELLA;;;
53eb5470-5b4c-4b26-8bb5-5490b50cf5f1;;1966-07-12;74428.0;JOSÉ MENDONÇA BEZERRA FILHO;MENDONÇA FILHO;;;
b95876ea-0cab-49bf-ab03-cf101c1434be;;1936-05-24;74749.0;MAURO RIBEIRO LOPES;MAURO LOPES;;;
c6d4b219-0ca9-40e1-875f-54f8acd5bfad;;1930-03-21;73588.0;CARLOS MAURO CABRAL BENEVIDES;MAURO BENEVIDES;;;
3a84f507-d4a8-4c7d-ad35-8436bce678d9;;1964-01-08;141507.0;MAURO MARIANI;MAURO MARIANI;;;
b70c9aff-a556-4d48-8a36-ce38da014a51;;1958-09-17;188097.0;MERLONG SOLANO NOGUEIRA;MERLONG SOLANO;;;
5002ead2-9292-4114-8bf5-411d670dc03f;;1959-02-27;181315.0;MARCOS DA ROCHA MENDES;MARQUINHO MENDES;;;
